time_s,stage,true_lat,true_lon,true_alt_m,ground_alt_m,agl_m,est_lat,est_lon,est_alt_m,pos_error_m,alt_error_m,vel_east_ms,vel_north_ms,vel_up_ms,ground_speed_ms,roll_deg,pitch_deg,yaw_deg,flight_path_angle_deg,distance_traveled_m,distance_to_target_m,gps_valid,tercom_active
11.1,BOOST,56.0030664,94.9991792,587.33,327.0,260.33,56.0030661,94.9991791,587.55,0.04,0.21,-4.812,104.321,17.245,105.846,0.0,5.35,0.0,9.38,492.65,100068.1,1,1
11.2,BOOST,56.0031609,94.9991715,589.01,327.0,262.01,56.0031606,94.9991714,589.23,0.04,0.21,-4.807,106.016,16.413,107.387,360.0,5.08,360.0,8.79,503.31,100057.59,1,1
11.3,BOOST,56.0032568,94.9991638,590.61,331.0,259.61,56.0032547,94.9991629,590.75,0.25,0.14,-4.808,107.682,15.563,108.907,0.0,4.83,0.0,8.22,514.13,100047.13,1,1
11.4,BOOST,56.0033543,94.9991561,592.13,331.0,261.13,56.0033522,94.9991552,592.27,0.25,0.14,-4.803,109.373,14.717,110.463,360.0,4.61,360.0,7.66,525.1,100036.29,1,1
11.5,BOOST,56.0034533,94.9991485,593.55,331.0,262.55,56.0034501,94.9991536,593.63,0.48,0.08,-4.749,111.046,13.857,112.008,0.0,4.43,0.0,7.11,536.22,100025.4,1,1
11.6,BOOST,56.0035538,94.9991409,594.9,333.0,261.9,56.0035506,94.999146,594.97,0.48,0.08,-4.745,112.733,13.001,113.579,0.0,4.28,0.0,6.57,547.5,100014.23,1,1
11.7,BOOST,56.0036558,94.9991332,596.15,333.0,263.15,56.0036571,94.9991359,596.24,0.22,0.08,-4.76,114.484,12.142,115.225,0.0,4.16,0.0,6.05,558.95,100002.38,1,1
11.8,BOOST,56.0037594,94.9991256,597.33,334.0,263.33,56.0037607,94.9991283,597.41,0.22,0.08,-4.756,116.168,11.28,116.811,0.0,4.07,360.0,5.54,570.55,99990.86,1,1
11.9,BOOST,56.0038645,94.999118,598.41,334.0,264.41,56.0038662,94.9991204,598.4,0.24,-0.01,-4.754,117.855,10.405,118.409,360.0,4.02,0.0,5.04,582.32,99979.14,1,1
12.0,CRUISE,56.0039711,94.9991104,599.41,334.0,265.41,56.0039728,94.9991128,599.39,0.24,-0.01,-4.749,119.533,9.541,120.007,0.0,4.0,360.0,4.56,594.24,99967.28,1,1
12.1,CRUISE,56.0040785,94.9991032,600.32,333.0,267.32,56.0040795,94.9991007,600.3,0.19,-0.02,-4.171,119.661,8.678,120.048,0.0,4.15,358.0,4.15,606.24,99955.41,1,0
12.2,CRUISE,56.0041861,94.999097,601.14,333.0,268.14,56.0041871,94.9990945,601.13,0.19,-0.02,-3.554,119.796,7.819,120.104,0.0,3.73,358.3,3.73,618.25,99943.45,1,0
12.3,CRUISE,56.0042937,94.9990918,601.88,333.0,268.88,56.0042928,94.9990905,601.88,0.13,0.0,-2.928,119.901,6.964,120.139,360.0,3.32,358.6,3.32,630.26,99931.7,1,0
12.4,CRUISE,56.0044014,94.9990876,602.54,332.0,270.54,56.0044005,94.9990863,602.54,0.13,0.0,-2.311,120.031,6.11,120.208,360.0,2.91,358.9,2.91,642.28,99919.72,1,0
12.5,CRUISE,56.0045093,94.9990844,603.1,332.0,271.1,56.0045067,94.9990865,603.06,0.31,-0.04,-1.667,120.135,5.254,120.261,360.0,2.5,359.2,2.5,654.3,99907.91,1,0
12.6,CRUISE,56.0046172,94.9990823,603.59,330.0,273.59,56.0046147,94.9990844,603.54,0.31,-0.04,-1.048,120.259,4.402,120.344,360.0,2.1,359.5,2.1,666.33,99895.91,1,0
12.7,CRUISE,56.0047253,94.9990811,603.98,330.0,273.98,56.0047231,94.9990811,603.95,0.25,-0.04,-0.444,120.384,3.553,120.438,0.0,1.69,359.79,1.69,678.37,99883.85,1,0
12.8,CRUISE,56.0048335,94.9990808,604.3,330.0,274.3,56.0048313,94.9990809,604.26,0.25,-0.04,0.177,120.504,2.706,120.534,360.0,1.29,0.08,1.29,690.42,99871.82,1,0
12.9,CRUISE,56.0049417,94.9990816,604.53,328.0,276.53,56.0049381,94.9990793,604.66,0.43,0.13,0.783,120.601,1.878,120.618,0.0,0.89,0.37,0.89,702.47,99859.95,1,0
13.0,CRUISE,56.0050501,94.9990834,604.67,328.0,276.67,56.0050464,94.9990811,604.8,0.43,0.13,1.405,120.715,1.035,120.728,360.0,0.49,0.67,0.49,714.54,99847.9,1,0
13.1,CRUISE,56.0051586,94.9990861,604.73,327.0,277.73,56.0051537,94.9990826,604.79,0.59,0.06,2.021,120.811,0.186,120.828,360.0,0.09,0.96,0.09,726.62,99835.97,1,0
13.2,CRUISE,56.0052671,94.9990898,604.71,327.0,277.71,56.0052622,94.9990863,604.77,0.59,0.06,2.646,120.921,-0.652,120.951,360.0,359.69,1.25,-0.31,738.71,99823.9,1,0
13.3,CRUISE,56.0053758,94.9990945,604.6,327.0,277.6,56.0053712,94.9990879,604.65,0.65,0.05,3.251,121.033,-1.491,121.086,360.0,359.29,1.54,-0.71,750.81,99811.78,1,0
13.4,CRUISE,56.0054845,94.9991003,604.41,328.0,276.41,56.00548,94.9990937,604.46,0.65,0.05,3.88,121.137,-2.324,121.221,0.0,358.9,1.83,-1.1,762.92,99799.69,1,0
13.5,CRUISE,56.0055934,94.999107,604.14,328.0,276.14,56.0055898,94.9991022,604.26,0.5,0.12,4.523,121.252,-3.149,121.377,0.0,358.51,2.14,-1.49,775.06,99787.47,1,0
13.6,CRUISE,56.0057023,94.9991148,603.78,330.0,273.78,56.0056988,94.9991099,603.9,0.5,0.12,5.153,121.351,-3.979,121.525,0.0,358.12,2.43,-1.88,787.2,99775.36,1,0
13.7,CRUISE,56.0058114,94.9991235,603.34,330.0,273.34,56.0058077,94.9991204,603.46,0.45,0.12,5.797,121.446,-4.806,121.679,0.0,357.74,2.73,-2.26,799.36,99763.25,1,0
13.8,CRUISE,56.0059205,94.9991333,602.82,330.0,272.82,56.0059168,94.9991302,602.94,0.45,0.12,6.431,121.54,-5.632,121.841,0.0,357.35,3.03,-2.65,811.54,99751.11,1,0
13.9,CRUISE,56.0060297,94.9991442,602.22,329.0,273.22,56.0060259,94.9991409,602.26,0.47,0.05,7.064,121.632,-6.461,122.009,0.0,356.96,3.32,-3.04,823.73,99738.98,1,0
14.0,CRUISE,56.006139,94.999156,601.53,329.0,272.53,56.0061352,94.9991527,601.58,0.47,0.05,7.701,121.723,-7.281,122.183,360.0,356.58,3.62,-3.42,835.94,99726.83,1,0
14.1,CRUISE,56.0062483,94.9991688,600.76,329.0,271.76,56.0062447,94.999166,600.69,0.44,-0.07,8.343,121.811,-8.111,122.365,0.0,356.2,3.92,-3.8,848.17,99714.66,1,0
14.2,CRUISE,56.0063578,94.9991827,599.91,327.0,272.91,56.0063541,94.9991799,599.84,0.44,-0.07,8.983,121.895,-8.926,122.552,0.0,355.82,4.21,-4.18,860.41,99702.49,1,0
14.3,CRUISE,56.0064673,94.9991976,598.97,327.0,271.97,56.0064634,94.9991937,598.93,0.5,-0.04,9.618,121.976,-9.737,122.741,0.0,355.45,4.51,-4.55,872.68,99690.33,1,0
14.4,CRUISE,56.0065769,94.9992136,597.96,327.0,270.96,56.006573,94.9992097,597.92,0.5,-0.04,10.262,122.055,-10.547,122.939,0.0,355.08,4.81,-4.92,884.96,99678.15,1,0
14.5,CRUISE,56.0066865,94.9992305,596.86,327.0,269.86,56.0066836,94.9992265,596.71,0.41,-0.15,10.907,122.144,-11.365,123.156,0.0,354.71,5.1,-5.29,897.27,99665.85,1,0
14.6,CRUISE,56.0067963,94.9992485,595.69,327.0,268.69,56.0067933,94.9992445,595.53,0.41,-0.15,11.555,122.22,-12.171,123.367,0.0,354.34,5.4,-5.66,909.59,99653.65,1,0
14.7,CRUISE,56.0069061,94.9992676,594.43,329.0,265.43,56.006903,94.9992647,594.25,0.38,-0.18,12.212,122.292,-12.976,123.584,0.0,353.97,5.7,-6.03,921.94,99641.45,1,0
14.8,CRUISE,56.0070159,94.9992877,593.09,329.0,264.09,56.0070129,94.9992848,592.91,0.38,-0.18,12.864,122.363,-13.776,123.806,0.0,353.61,6.0,-6.39,934.31,99629.23,1,0
14.9,CRUISE,56.0071259,94.9993089,591.67,331.0,260.67,56.0071235,94.9993113,591.55,0.3,-0.13,13.553,122.438,-14.567,124.044,0.0,353.26,6.32,-6.74,946.7,99616.93,1,0
15.0,CRUISE,56.0072359,94.9993311,590.18,331.0,259.18,56.0072335,94.9993335,590.05,0.3,-0.13,14.209,122.504,-15.361,124.278,360.0,352.9,6.62,-7.1,959.12,99604.7,1,0
15.1,CRUISE,56.0073459,94.9993545,588.6,331.0,257.6,56.0073426,94.9993568,588.39,0.4,-0.21,14.866,122.555,-16.16,124.507,360.0,352.54,6.92,-7.46,971.56,99592.57,1,0
15.2,CRUISE,56.007456,94.9993788,586.95,332.0,254.95,56.0074527,94.9993812,586.73,0.4,-0.21,15.528,122.617,-16.949,124.753,360.0,352.19,7.22,-7.81,984.02,99580.33,1,0
15.3,CRUISE,56.0075662,94.9994043,585.21,332.0,253.21,56.007564,94.9994101,585.2,0.43,-0.01,16.212,122.688,-17.717,125.016,0.0,351.85,7.53,-8.15,996.51,99567.94,1,0
15.4,CRUISE,56.0076764,94.9994308,583.4,332.0,251.4,56.0076743,94.9994366,583.39,0.43,-0.01,16.878,122.743,-18.501,125.272,0.0,351.51,7.83,-8.49,1009.03,99555.69,1,0
15.5,CRUISE,56.0077866,94.9994584,581.51,332.0,249.51,56.0077836,94.9994611,581.37,0.38,-0.15,17.525,122.787,-19.294,125.523,360.0,351.16,8.12,-8.84,1021.57,99543.53,1,0
15.6,CRUISE,56.0078969,94.999487,579.54,332.0,247.54,56.0078939,94.9994897,579.4,0.38,-0.15,18.196,122.836,-20.072,125.788,360.0,350.82,8.43,-9.18,1034.13,99531.26,1,0
15.7,CRUISE,56.0080073,94.9995167,577.5,330.0,247.5,56.0080038,94.9995199,577.48,0.43,-0.02,18.871,122.879,-20.837,126.054,0.0,350.49,8.73,-9.51,1046.72,99519.04,1,0
15.8,CRUISE,56.0081177,94.9995475,575.38,330.0,245.38,56.0081142,94.9995507,575.35,0.43,-0.02,19.548,122.924,-21.61,126.331,360.0,350.15,9.04,-9.85,1059.34,99506.76,1,0
15.9,CRUISE,56.0082281,94.9995794,573.18,326.0,247.18,56.0082247,94.999584,573.06,0.47,-0.12,20.233,122.967,-22.387,126.616,360.0,349.82,9.34,-10.18,1071.99,99494.48,1,0
16.0,CRUISE,56.0083385,94.9996124,570.9,327.0,243.9,56.0083352,94.999617,570.78,0.47,-0.12,20.913,123.007,-23.154,126.902,0.0,349.49,9.65,-10.51,1084.67,99482.19,1,0
16.1,CRUISE,56.008449,94.9996464,568.55,327.0,241.55,56.0084448,94.9996516,568.47,0.57,-0.08,21.598,123.034,-23.914,127.184,0.0,349.16,9.96,-10.84,1097.37,99470.0,1,0
16.2,CRUISE,56.0085595,94.9996816,566.12,326.0,240.12,56.0085553,94.9996868,566.04,0.57,-0.08,22.282,123.069,-24.673,127.48,360.0,348.84,10.26,-11.16,1110.1,99457.71,1,0
16.3,CRUISE,56.0086701,94.9997179,563.61,326.0,237.61,56.0086666,94.9997227,563.55,0.5,-0.06,22.966,123.109,-25.428,127.788,360.0,348.52,10.57,-11.48,1122.87,99445.34,1,0
16.4,CRUISE,56.0087807,94.9997552,561.03,324.0,237.03,56.0087771,94.9997601,560.97,0.5,-0.06,23.656,123.139,-26.183,128.095,360.0,348.21,10.87,-11.79,1135.66,99433.05,1,0
16.5,CRUISE,56.0088913,94.9997937,558.37,324.0,234.37,56.0088881,94.999799,558.3,0.48,-0.07,24.352,123.169,-26.934,128.41,0.0,347.89,11.18,-12.11,1148.49,99420.71,1,0
16.6,CRUISE,56.0090019,94.9998333,555.64,324.0,231.64,56.0089987,94.9998386,555.57,0.48,-0.07,25.049,123.193,-27.681,128.725,0.0,347.58,11.49,-12.42,1161.35,99408.41,1,0
16.7,CRUISE,56.0091126,94.999874,552.84,324.0,228.84,56.0091098,94.9998777,552.79,0.39,-0.05,25.74,123.218,-28.423,129.047,0.0,347.28,11.8,-12.72,1174.23,99396.06,1,0
16.8,CRUISE,56.0092233,94.9999159,549.96,324.0,225.96,56.0092205,94.9999195,549.91,0.39,-0.05,26.441,123.235,-29.164,129.37,360.0,346.97,12.11,-13.03,1187.16,99383.75,1,0
16.9,CRUISE,56.0093339,94.9999588,547.01,325.0,222.01,56.0093312,94.999966,546.88,0.55,-0.13,27.167,123.25,-29.908,129.704,360.0,346.67,12.43,-13.33,1200.11,99371.44,1,0
17.0,CRUISE,56.0094446,95.000003,543.98,325.0,218.98,56.0094419,95.0000102,543.85,0.55,-0.13,27.875,123.262,-30.643,130.037,0.0,346.37,12.74,-13.63,1213.1,99359.13,1,0
17.1,CRUISE,56.0095554,95.0000482,540.88,325.0,215.88,56.0095544,95.0000567,540.95,0.54,0.07,28.593,123.288,-31.359,130.388,0.0,346.08,13.06,-13.92,1226.12,99346.62,1,0
17.2,CRUISE,56.0096661,95.0000946,537.71,325.0,212.71,56.0096651,95.0001031,537.78,0.54,0.07,29.308,123.295,-32.086,130.729,0.0,345.79,13.37,-14.21,1239.18,99334.31,1,0
17.3,CRUISE,56.0097768,95.0001422,534.46,325.0,209.46,56.0097758,95.0001528,534.57,0.67,0.1,30.037,123.298,-32.807,131.076,360.0,345.51,13.69,-14.49,1252.27,99322.0,1,0
17.4,CRUISE,56.0098876,95.0001909,531.15,325.0,206.15,56.0098866,95.0002015,531.25,0.67,0.1,30.758,123.298,-33.527,131.425,0.0,345.22,14.01,-14.78,1265.39,99309.68,1,0
17.5,CRUISE,56.0099983,95.0002408,527.76,325.0,202.76,56.0099988,95.0002515,527.95,0.67,0.19,31.482,123.31,-34.238,131.791,0.0,344.94,14.32,-15.06,1278.55,99297.2,1,0
17.6,CRUISE,56.0101091,95.0002919,524.3,325.0,199.3,56.0101096,95.0003026,524.49,0.67,0.19,32.209,123.305,-34.952,132.149,360.0,344.66,14.64,-15.34,1291.75,99284.89,1,0
17.7,CRUISE,56.0102198,95.0003441,520.77,326.0,194.77,56.0102206,95.0003544,520.78,0.65,0.02,32.938,123.3,-35.675,132.516,0.0,344.38,14.96,-15.62,1304.98,99272.54,1,0
17.8,CRUISE,56.0103306,95.0003975,517.16,326.0,191.16,56.0103313,95.0004078,517.18,0.65,0.02,33.672,123.289,-36.383,132.882,0.0,344.11,15.28,-15.89,1318.25,99260.23,1,0
17.9,CRUISE,56.0104413,95.0004521,513.49,327.0,186.49,56.010441,95.0004626,513.43,0.65,-0.06,34.409,123.265,-37.092,133.244,360.0,343.84,15.6,-16.16,1331.56,99248.03,1,0
18.0,CRUISE,56.010552,95.0005078,509.74,327.0,182.74,56.0105517,95.0005183,509.68,0.65,-0.06,35.15,123.247,-37.792,133.618,360.0,343.57,15.92,-16.43,1344.9,99235.73,1,0
18.1,CRUISE,56.0106626,95.0005648,505.93,327.0,178.93,56.010661,95.0005742,505.85,0.61,-0.08,35.888,123.212,-38.489,133.98,0.0,343.3,16.24,-16.7,1358.28,99223.57,1,0
18.2,CRUISE,56.0107733,95.0006229,502.05,326.0,176.05,56.0107717,95.0006323,501.97,0.61,-0.08,36.634,123.188,-39.182,134.359,0.0,343.05,16.56,-16.95,1371.7,99211.27,1,0
18.3,CRUISE,56.0108839,95.0006822,498.1,326.0,172.1,56.0108819,95.0006886,498.18,0.46,0.08,37.369,123.155,-39.859,134.731,360.0,342.79,16.88,-17.21,1385.16,99199.02,1,0
18.4,CRUISE,56.0109945,95.0007427,494.08,325.0,169.08,56.0109925,95.0007492,494.16,0.46,0.08,38.122,123.124,-40.543,135.117,360.0,342.54,17.2,-17.46,1398.65,99186.72,1,0
18.5,CRUISE,56.0111051,95.0008044,489.99,325.0,164.99,56.0111018,95.0008106,490.17,0.53,0.18,38.879,123.079,-41.217,135.495,0.0,342.29,17.53,-17.71,1412.18,99174.57,1,0
18.6,CRUISE,56.0112156,95.0008674,485.83,325.0,160.83,56.0112123,95.0008736,486.01,0.53,0.18,39.64,123.04,-41.895,135.888,0.0,342.04,17.86,-17.96,1425.75,99162.28,1,0
18.7,CRUISE,56.0113261,95.0009315,481.61,323.0,158.61,56.0113235,95.0009345,481.63,0.34,0.02,40.388,123.006,-42.578,136.289,0.0,341.8,18.18,-18.2,1439.36,99149.92,1,0
18.8,CRUISE,56.0114365,95.0009969,477.32,324.0,153.32,56.011434,95.0009998,477.34,0.34,0.02,41.156,122.961,-43.248,136.688,360.0,341.55,18.51,-18.45,1453.01,99137.64,1,0
18.9,CRUISE,56.011547,95.0010635,472.96,324.0,148.96,56.011545,95.0010653,473.12,0.24,0.16,41.923,122.918,-43.903,137.091,360.0,341.32,18.83,-18.68,1466.7,99125.29,1,0
19.0,CRUISE,56.0116573,95.0011313,468.54,324.0,144.54,56.0116554,95.0011331,468.7,0.24,0.16,42.698,122.866,-44.564,137.496,0.0,341.09,19.16,-18.91,1480.43,99113.02,1,0
19.1,CRUISE,56.0117677,95.0012004,464.04,324.0,140.04,56.0117658,95.001201,464.0,0.21,-0.05,43.472,122.813,-45.237,137.91,0.0,340.85,19.49,-19.15,1494.2,99100.75,1,0
19.2,CRUISE,56.0118779,95.0012707,459.49,326.0,133.49,56.011876,95.0012714,459.44,0.21,-0.05,44.256,122.754,-45.889,138.322,0.0,340.62,19.82,-19.38,1508.01,99088.49,1,0
19.3,CRUISE,56.0119882,95.0013423,454.87,326.0,128.87,56.0119871,95.0013401,454.75,0.18,-0.12,45.028,122.699,-46.543,138.74,0.0,340.4,20.15,-19.6,1521.86,99076.15,1,0
19.4,CRUISE,56.0120983,95.0014151,450.18,325.0,125.18,56.0120973,95.0014129,450.06,0.18,-0.12,45.819,122.634,-47.188,139.159,0.0,340.18,20.49,-19.82,1535.76,99063.9,1,0
19.5,CRUISE,56.0122085,95.0014892,445.43,325.0,120.43,56.0122086,95.0014909,445.42,0.11,-0.01,46.634,122.573,-47.82,139.591,0.0,339.97,20.83,-20.03,1549.7,99051.53,1,0
19.6,CRUISE,56.0123185,95.0015646,440.62,326.0,114.62,56.0123186,95.0015663,440.6,0.11,-0.01,47.433,122.498,-48.456,140.013,360.0,339.75,21.17,-20.25,1563.68,99039.3,1,0
19.7,CRUISE,56.0124285,95.0016413,435.74,326.0,109.74,56.0124288,95.001644,435.87,0.17,0.13,48.241,122.421,-49.077,140.438,360.0,339.55,21.51,-20.45,1577.7,99027.05,1,0
19.8,CRUISE,56.0125384,95.0017193,430.8,326.0,104.8,56.0125387,95.001722,430.93,0.17,0.13,49.047,122.339,-49.705,140.865,0.0,339.34,21.85,-20.66,1591.77,99014.83,1,0
19.9,CRUISE,56.0126482,95.0017986,425.8,326.0,99.8,56.0126485,95.0018004,426.07,0.12,0.27,49.854,122.251,-50.318,141.289,0.0,339.14,22.19,-20.86,1605.87,99002.63,1,0
20.0,CRUISE,56.012758,95.0018792,420.74,326.0,94.74,56.0127583,95.001881,421.01,0.12,0.27,50.668,122.159,-50.937,141.72,360.0,338.94,22.53,-21.06,1620.02,98990.43,1,0
20.1,CRUISE,56.0128677,95.0019611,415.61,326.0,89.61,56.0128688,95.0019645,415.85,0.25,0.24,51.494,122.072,-51.553,142.165,0.0,338.74,22.87,-21.26,1634.22,98978.15,1,0
20.2,CRUISE,56.0129773,95.0020443,410.43,326.0,84.43,56.0129784,95.0020477,410.67,0.25,0.24,52.316,121.972,-52.163,142.602,0.0,338.54,23.22,-21.46,1648.46,98965.97,1,0
20.3,CRUISE,56.0130868,95.0021288,405.18,325.0,80.18,56.013088,95.0021306,405.56,0.17,0.38,53.134,121.869,-52.758,143.034,360.0,338.35,23.56,-21.64,1662.74,98953.79,1,0
20.4,CRUISE,56.0131962,95.0022147,399.88,324.0,75.88,56.0131974,95.0022164,400.25,0.17,0.38,53.963,121.761,-53.36,143.474,0.0,338.17,23.9,-21.83,1677.07,98941.63,1,0
20.5,CRUISE,56.0133055,95.0023019,394.51,324.0,70.51,56.0133084,95.002302,394.71,0.32,0.21,54.788,121.666,-53.962,143.931,360.0,337.98,24.24,-22.02,1691.44,98929.3,1,0
20.6,CRUISE,56.0134147,95.0023904,389.08,324.0,65.08,56.0134176,95.0023905,389.29,0.32,0.21,55.62,121.556,-54.54,144.375,360.0,337.8,24.59,-22.2,1705.85,98917.16,1,0
20.7,CRUISE,56.0135238,95.0024802,383.6,323.0,60.6,56.0135262,95.0024808,383.68,0.27,0.08,56.455,121.446,-55.111,144.822,360.0,337.63,24.93,-22.37,1720.31,98905.09,1,0
20.8,CRUISE,56.0136329,95.0025714,378.06,323.0,55.06,56.0136353,95.002572,378.14,0.27,0.08,57.288,121.338,-55.66,145.269,0.0,337.47,25.27,-22.53,1734.82,98892.97,1,0
20.9,CRUISE,56.0137418,95.0026639,372.47,324.0,48.47,56.0137431,95.0026639,372.45,0.14,-0.02,58.118,121.225,-56.203,145.712,360.0,337.31,25.61,-22.69,1749.37,98880.99,1,0
21.0,CRUISE,56.0138506,95.0027578,366.82,322.0,44.82,56.0138519,95.0027578,366.8,0.14,-0.02,58.95,121.122,-56.725,146.162,360.0,337.16,25.95,-22.84,1763.96,98868.9,1,0
21.1,CRUISE,56.0139594,95.0028529,361.12,322.0,39.12,56.0139612,95.0028532,361.08,0.21,-0.04,59.784,121.025,-57.236,146.619,360.0,337.02,26.29,-22.98,1778.6,98856.76,1,0
21.2,CRUISE,56.014068,95.0029495,355.37,320.0,35.37,56.0140699,95.0029497,355.33,0.21,-0.04,60.616,120.924,-57.732,147.071,360.0,336.89,26.62,-23.11,1793.29,98844.69,1,0
21.3,CRUISE,56.0141766,95.0030473,349.58,320.0,29.58,56.0141791,95.0030503,349.55,0.33,-0.03,61.461,120.83,-58.215,147.535,0.0,336.76,26.96,-23.24,1808.02,98832.56,1,0
21.4,CRUISE,56.0142851,95.0031466,343.73,320.0,23.73,56.0142876,95.0031495,343.7,0.33,-0.03,62.296,120.731,-58.686,147.989,360.0,336.64,27.29,-23.36,1822.79,98820.5,1,0
21.5,CRUISE,56.0143934,95.0032471,337.84,319.0,18.84,56.0143947,95.0032503,337.8,0.24,-0.04,63.13,120.625,-59.145,148.438,0.0,336.52,27.63,-23.48,1837.62,98808.6,1,0
21.6,CRUISE,56.0145017,95.003349,331.9,319.0,12.9,56.014503,95.0033522,331.86,0.24,-0.04,63.963,120.531,-59.589,148.895,360.0,336.41,27.95,-23.59,1852.48,98796.57,1,0
21.7,CRUISE,56.0146099,95.0034522,325.92,316.0,9.92,56.0146105,95.0034561,325.89,0.25,-0.03,64.799,120.432,-60.02,149.349,0.0,336.3,28.28,-23.7,1867.39,98784.64,1,0
21.8,CRUISE,56.0147181,95.0035568,319.9,316.0,3.9,56.0147186,95.0035607,319.87,0.25,-0.03,65.629,120.341,-60.437,149.806,0.0,336.21,28.61,-23.79,1882.35,98772.63,1,0
21.866,IMPACT,56.0147894,95.0036265,315.9,316.0,-0.1,56.0147897,95.0036295,316.01,0.19,0.1,66.177,120.28,-60.699,150.103,360.0,336.15,28.82,-23.85,1892.25,98764.73,1,0
